root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
ظ ل م	ظلم	GERUND	20	3	1	1	8	prep_complement:11;conjoined:5;direct_object:4;idafa:4;circumstantial:3;predication:1;adjective:1;particle_complement:1;adverbial:1	ب ع د:2	ع ظ م:1	بـ:7;لـ:2;مِن:1;عَلَى:1	3:108:12;4:10:6;4:30:7;4:153:26;4:160:3;5:39:6;6:82:8;6:131:9;11:117:9;13:6:22
ظ ل م	ظلم	NOUN_ABSTRACT	23	0	4	2	18	prep_complement:22;conjoined:4;idafa:4;predication:2;adjective:2;direct_object:1;subject:1		غ ش و:1;ث ل ث:1	فِي:10;مِن:8;كـ:3;إِلَى:1	2:17:19;2:19:7;2:257:7;2:257:19;5:16:12;6:1:11;6:39:10;6:59:27;6:63:5;6:97:11
ظ ل م	ظلوم	ADJ_INTENS	2	0	0	0	0	predication:1;kana_predicate:1				14:34:17;33:72:22
ظ ل م	مظلم	NOUN_ACTIVE_PART	2	0	0	0	0	adjective:1;circumstantial:1;predication:1				10:27:25;36:37:12
ظ ل م	مظلوم	NOUN_PASSIVE_PART	1	0	0	0	0	circumstantial:1				17:33:14
ظ م أ	ظمآن	ADJ_QUALIT	1	0	0	0	0	subject:1				24:39:9
ظ م أ	ظمأ	GERUND	1	0	0	0	0	conjoined:2;subject:1				9:120:28
ظ ن ن	ظان	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1;prep_complement:1;cognate_acc:1			بـ:1	48:6:10
ظ ن ن	ظن	GERUND	20	4	7	2	1	idafa:11;direct_object:7;cognate_acc:4;predication:4;subject:3;adjective:2;particle_complement:2;prep_complement:2;adverbial:1;conjoined:1	ت ب ع:1;ب ع ض:1	غ ي ر:1;ل ل ذ:1	بـ:1;مِن:1	3:154:22;4:157:39;6:116:15;6:148:37;10:36:6;10:36:8;10:60:3;10:66:24;34:20:7;37:87:3
ظ ن ن	ظنون	NOUN_ABSTRACT	1	0	0	0	0	cognate_acc:1				33:10:21
ظ ه ر	ظاهر	NOUN_ACTIVE_PART	9	0	1	0	1	prep_complement:4;conjoined:3;direct_object:2;adjective:2;circumstantial:2;idafa:1;predication:1;kana_predicate:1			مِن:2;بـ:1;فِي:1	6:120:3;13:33:28;18:22:34;30:7:2;31:20:18;34:18:11;40:29:6;57:13:30;61:14:42
ظ ه ر	ظاهر	NOUN_PROP	1	0	0	0	0	conjoined:2;predication:1				57:3:6
ظ ه ر	ظهر	NOUN_CONCRETE	4	3	3	0	2	idafa:7;prep_complement:2;direct_object:1	و ر ي:1		عَلَى:2	35:45:12;42:33:9;84:10:7;94:3:3
ظ ه ر	ظهر	NOUN_RELATIVE	1	0	0	0	0	direct_object:1				11:92:12
ظ ه ر	ظهور	NOUN_CONCRETE	11	5	2	0	5	idafa:7;prep_complement:5;subject:2;conjoined:2	و ر ي:3		مِن:2;عَلَى:2;عَن:1	2:101:20;2:189:18;3:187:19;6:31:25;6:94:16;6:138:18;6:146:20;7:172:9;9:35:14;21:39:14
ظ ه ر	ظهير	ADJ_INTENS	4	0	0	0	0	kana_predicate:4;prep_complement:4			لـ:3;عَلَى:1	17:88:25;25:55:17;28:17:10;28:86:16
ظ ه ر	ظهير	ADJ_QUALIT	2	0	0	0	1	prep_complement:3;predication:2;adverbial:1			مِن:2;لـ:1	34:22:30;66:4:27
ظ ه ر	ظهير	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			مِن:1	24:58:27
ع ب ث	عبث	GERUND	1	0	0	0	0	circumstantial:1				23:115:5
ع ب د	عابد	NOUN_ACTIVE_PART	12	1	0	0	1	predication:5;prep_complement:5;direct_object:4;adjective:2;apposition:1;kana_predicate:1;idafa:1	أ و ل:1		لـ:5	2:138:12;9:112:2;21:53:6;21:73:21;21:84:22;21:106:8;23:47:10;43:81:10;66:5:14;109:3:4
ع ب د	عباد	GERUND	9	3	4	0	9	prep_complement:9;idafa:7			عَن:5;بـ:3;لـ:1	4:172:17;7:206:8;10:29:12;18:110:27;19:65:13;19:82:4;21:19:14;40:60:11;46:6:12
ع ب د	عباد	NOUN_CONCRETE	97	28	32	25	57	prep_complement:63;idafa:61;adjective:25;direct_object:11;predication:10;exception:7;apposition:5;vocative:5;subject:4;kana_predicate:2	ف و ق:2;ذ ن ب:2;ب ي ن:2	خ ل ص:8;ل ل ذ:6;أ م ن:5;ص ل ح:2;م ث ل:1;أ و ل:1;ك ر م:1;ر س ل:1	مِن:31;بـ:15;لـ:10;فِي:3;عَن:2;عَلَى:2	2:90:21;2:186:4;2:207:14;3:15:30;3:20:39;3:30:31;3:79:18;4:118:8;5:118:5;6:18:5
ع ب د	عبد	NOUN_CONCRETE	30	9	8	7	8	idafa:17;prep_complement:12;adjective:8;direct_object:7;apposition:4;conjoined:3;predication:3;subject:3;kana_predicate:2;circumstantial:1	ك ل ل:2;ت ح ت:1	ن و ب:2;أ م ن:1;م ل ك:1;ش ك ر:1;أ ت ي:1;ع ل م:1;ص ل ح:1	عَلَى:5;بـ:3;مِن:2;لـ:1;إِلَى:1	2:23:9;2:178:14;2:178:16;2:221:25;4:172:6;5:60:23;8:41:35;16:75:4;17:1:5;17:3:8
ع ب د	عبيد	NOUN_CONCRETE	5	0	0	0	5	prep_complement:5			لـ:5	3:182:13;8:51:13;22:10:13;41:46:18;50:29:11
ع ب ر	عابر	NOUN_ACTIVE_PART	1	0	1	0	0	exception:1;idafa:1				4:43:19
ع ب ر	عبر	NOUN_ABSTRACT	6	0	0	0	0	prep_complement:9;particle_complement:5;subject:1;predication:1			فِي:5;لـ:4	3:13:31;12:111:6;16:66:7;23:21:7;24:44:10;79:26:5
ع ب س	عبوس	ADJ_INTENS	1	0	0	0	0	adjective:1				76:10:6
ع ب ق ر	عبقري	NOUN_CONCRETE	1	0	0	1	1	conjoined:1;prep_complement:1;adjective:1		ح س ن:1	عَلَى:1	55:76:6
ع ت ب	معتب	NOUN_PASSIVE_PART	1	0	0	0	1	prep_complement:1;predication:1			مِن:1	41:24:16
ع ت د	عتيد	ADJ_QUALIT	2	0	0	0	0	adjective:1;predication:1				50:18:8;50:23:7
ع ت ق	عتيق	ADJ_QUALIT	2	0	0	0	0	adjective:2				22:29:14;22:33:11
ع ت ل	عتل	ADJ_QUALIT	1	0	0	0	0					68:13:1
ع ت و	عاتي	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				69:6:9
ع ت و	عتو	GERUND	2	0	0	1	1	cognate_acc:1;adjective:1;prep_complement:1;conjoined:1		ك ب ر:1	فِي:1	25:21:21;67:21:11
ع ت و	عتي	GERUND	2	0	0	0	0	direct_object:1;accusative_specification:1				19:8:16;19:69:11
ع ج ب	عجاب	ADJ_INTENS	1	0	0	0	0	adjective:1				38:5:9
ع ج ب	عجب	GERUND	5	0	0	0	0	kana_predicate:2;prep_complement:2;clausal_complement:1;predication:1;circumstantial:1;adjective:1			لـ:1;مِن:1	10:2:4;13:5:5;18:9:11;18:63:23;72:1:14
ع ج ب	عجيب	ADJ_QUALIT	2	0	0	0	0	adjective:2				11:72:16;50:2:12
ع ج ز	أعجاز	NOUN_CONCRETE	2	0	2	0	0	predication:2;idafa:2				54:20:4;69:7:15
ع ج ز	عجوز	ADJ_QUALIT	4	0	0	1	0	exception:2;prep_complement:2;circumstantial:1;predication:1;quoted_complement:1;adjective:1		ع ق م:1	فِي:2	11:72:7;26:171:2;37:135:2;51:29:11
ع ج ز	معاجز	NOUN_ACTIVE_PART	3	0	0	0	0	circumstantial:3				22:51:6;34:5:6;34:38:6
ع ج ز	معجز	NOUN_ACTIVE_PART	12	2	2	0	8	prep_complement:14;predication:6;idafa:4;kana_predicate:2;direct_object:1	غ ي ر:2		بـ:8;فِي:6	6:134:10;9:2:11;9:3:33;10:53:16;11:20:4;11:33:12;16:46:9;24:57:5;29:22:5;39:51:19
ع ج ف	عجاف	ADJ_QUALIT	2	0	0	0	0	adjective:2				12:43:11;12:46:11
ع ج ل	استعجال	GERUND	1	0	0	0	0	cognate_acc:1;prep_complement:1			بـ:1	10:11:8
ع ج ل	عاجل	NOUN_ACTIVE_PART	3	0	0	0	0	direct_object:3				17:18:4;75:20:4;76:27:4
ع ج ل	عجل	GERUND	1	0	0	0	1	prep_complement:1			مِن:1	21:37:4
ع ج ل	عجل	NOUN_CONCRETE	10	0	0	2	2	direct_object:8;apposition:3;prep_complement:2;adjective:2		ح ن ذ:1;س م ن:1	بـ:2	2:51:9;2:54:14;2:92:10;2:93:24;4:153:29;7:148:9;7:152:4;11:69:19;20:88:5;51:26:8
ع ج ل	عجول	ADJ_QUALIT	1	0	0	0	0	kana_predicate:1				17:11:10
ع ج م	أعجم	NOUN_RELATIVE	4	1	0	0	0	predication:1;idafa:1;adjective:1;conjoined:1	ب ع ض:1			16:103:14;26:198:6;41:44:5;41:44:11
ع د د	عد	GERUND	2	0	0	0	0	cognate_acc:2				19:84:9;19:94:6
ع د د	عد	NOUN_ABSTRACT	12	4	6	1	3	idafa:10;prep_complement:7;direct_object:5;predication:3;particle_complement:1;adjective:1		ع ت د:1	مِن:3;لـ:2;بـ:1;عَلَى:1	2:184:12;2:185:31;2:185:49;9:36:2;9:37:17;9:46:8;18:22:23;33:49:19;65:1:10;65:1:13
ع د د	عدد	NOUN_ABSTRACT	6	0	3	0	0	accusative_specification:4;idafa:3;direct_object:2;conjoined:2				10:5:14;17:12:22;18:11:8;23:112:6;72:24:13;72:28:17
ع د د	معدود	NOUN_PASSIVE_PART	7	0	0	0	0	adjective:7				2:80:8;2:184:2;2:203:6;3:24:10;11:8:9;11:104:7;12:20:7
ع د س	عدس	NOUN_CONCRETE	1	1	1	0	0	idafa:2;conjoined:1				2:61:27
ع د ل	عدل	GERUND	14	4	1	0	6	prep_complement:6;idafa:5;conjoined:4;subject:2;accusative_specification:1	ذ و و:3;ك ل ل:1		بـ:6	2:48:19;2:123:14;2:282:20;2:282:70;4:58:17;5:95:26;5:95:36;5:106:15;6:70:36;6:115:7
ع د ن	عدن	NOUN_PROP	11	11	0	0	0	idafa:11	ج ن ن:11			9:72:18;13:23:2;16:31:2;18:31:5;19:61:2;20:76:2;35:33:2;38:50:2;40:8:5;61:12:16
ع د و	أعداء	ADJ_INTENS	6	1	2	0	0	kana_predicate:3;idafa:3;direct_object:1;subject:1;prep_complement:1	ج ز ي:1		لـ:1	3:103:17;7:150:40;41:19:4;41:28:3;46:6:8;60:2:5
ع د و	أعدائ	ADJ_INTENS	1	0	0	0	1	prep_complement:1			بـ:1	4:45:5
ع د و	عادي	NOUN_ACTIVE_PART	1	0	0	0	0	particle_complement:1;circumstantial:1				100:1:2
ع د و	عداو	NOUN_ABSTRACT	6	0	0	0	0	conjoined:4;direct_object:3;accusative_specification:1;prep_complement:1;predication:1;adverbial:1;subject:1			لـ:1	5:14:18;5:64:36;5:82:5;5:91:7;41:34:19;60:4:32
ع د و	عدو	ADJ_INTENS	16	1	1	2	4	prep_complement:11;kana_predicate:5;direct_object:5;adjective:2;predication:2;idafa:2;circumstantial:1;apposition:1;conjoined:1;particle_complement:1		ب ي ن:2	لـ:5;مِن:5;عَلَى:1	2:97:4;2:98:3;4:101:24;6:108:12;6:112:8;7:129:17;9:83:22;17:53:18;20:80:7;25:31:8
ع د و	عدو	GERUND	1	0	0	0	0	conjoined:1				10:90:13
ع د و	عدو	NOUN_CONCRETE	30	0	1	10	3	prep_complement:25;predication:22;adjective:12;conjoined:7;direct_object:2;circumstantial:2;idafa:1;subject:1;vocative:1;exception:1		ب ي ن:8;د ن و:1;ق ص و:1;ض ل ل:1	لـ:22;بـ:2;مِن:1	2:36:16;2:98:17;2:168:17;2:208:16;4:92:33;6:142:18;7:22:34;7:24:6;8:42:4;8:42:9
ع د و	عدوان	GERUND	8	0	0	0	0	conjoined:6;particle_complement:2;prep_complement:2;exception:1;circumstantial:1			عَلَى:2	2:85:17;2:193:17;4:30:5;5:2:59;5:62:9;28:28:11;58:8:18;58:9:13
ع د و	معتد	NOUN_ACTIVE_PART	9	2	0	2	1	direct_object:3;idafa:2;adjective:2;prep_complement:1;predication:1;apposition:1	ق ل ب:1;ك ل ل:1	أ ث م:2	بـ:1	2:190:15;5:87:19;6:119:37;7:55:9;9:10:12;10:74:28;50:25:4;68:12:4;83:12:7
ع ذ ب	عذاب	GERUND	91	21	3	15	18	direct_object:26;idafa:24;subject:21;prep_complement:21;adjective:15;predication:4;conjoined:4;cognate_acc:2;apposition:1;particle_complement:1	س و أ:9;ش د د:3;ك ل م:2;ف و ق:1;د و ن:1;ذ و ق:1;ص ع ق:1;ك ش ف:1	أ ل م:7;ش د د:2;ك ب ر:2;م ه ن:2;د ن و:1;ه و ن:1	مِن:9;فِي:8;كـ:2;بـ:1;عَلَى:1	2:49:9;2:85:55;2:86:12;2:96:24;2:162:6;2:165:28;2:165:38;2:166:10;3:88:6;3:106:17
ع ذ ب	عذاب	NOUN_ABSTRACT	231	13	75	130	45	adjective:130;prep_complement:125;idafa:88;predication:73;direct_object:58;subject:33;conjoined:18;cognate_acc:13;particle_complement:10;adverbial:3	ذ و و:1;ي د ي:1;س و ط:1	أ ل م:61;ش د د:18;ع ظ م:15;م ه ن:12;ق و م:5;غ ل ظ:4;ض ع ف:2;ق ر ب:2;ن ك ر:2;ب أ س:1	لـ:58;مِن:26;بـ:25;فِي:11;إِلَى:5	2:7:14;2:10:10;2:90:31;2:104:16;2:114:34;2:126:33;2:174:32;2:175:8;2:178:50;2:201:16
ع ذ ب	عذب	ADJ_QUALIT	2	0	0	2	0	predication:2;adjective:2		ف ر ت:2		25:53:7;35:12:6
ع ذ ب	معذب	NOUN_ACTIVE_PART	4	0	0	0	0	direct_object:6;conjoined:2;cognate_acc:2;kana_predicate:2;circumstantial:1				7:164:12;8:33:14;17:15:24;17:58:12
ع ذ ب	معذب	NOUN_PASSIVE_PART	4	0	0	0	4	prep_complement:4;predication:3;kana_predicate:1			بـ:3;مِن:1	26:138:5;26:213:11;34:35:12;37:59:8
ع ذ ر	عذر	GERUND	2	0	0	0	0	direct_object:1;conjoined:1				18:76:14;77:6:1
ع ذ ر	معاذير	GERUND_MEEM	1	1	1	0	0	idafa:2;direct_object:1				75:15:4
ع ذ ر	معذر	GERUND_MEEM	3	0	0	0	0	subject:2;quoted_complement:1;adverbial:1;prep_complement:1			إِلَى:1	7:164:16;30:57:7;40:52:5
ع ذ ر	معذر	NOUN_ACTIVE_PART	1	0	0	0	0	subject:1;prep_complement:1			مِن:1	9:90:3
ع ر ب	أعراب	NOUN_RELATIVE	10	0	0	0	8	prep_complement:8;predication:3;subject:1			مِن:7;فِي:1	9:90:5;9:97:1;9:98:3;9:99:3;9:101:5;9:120:10;33:20:14;48:11:5;48:16:5;49:14:2
ع ر ب	عرب	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				56:37:1
ع ر ب	عرب	NOUN_RELATIVE	11	0	0	0	0	adjective:10;conjoined:1				12:2:4;13:37:6;16:103:18;20:113:6;26:195:3;39:28:2;41:3:5;41:44:13;42:7:7;43:3:4
ع ر ج	أعرج	ADJ_QUALIT	2	0	0	0	2	prep_complement:2;predication:1			عَلَى:2	24:61:8;48:17:8
ع ر ج	معارج	NOUN_CONCRETE	2	1	0	1	0	conjoined:1;adjective:1;idafa:1	ذ و و:1	ظ ه ر:1		43:33:21;70:3:4
ع ر ج ن	عرجون	NOUN_CONCRETE	1	0	0	1	1	prep_complement:1;adjective:1		ق د م:1	كـ:1	36:39:7
ع ر ر	معتر	NOUN_PASSIVE_PART	1	0	0	0	0	conjoined:1				22:36:28
ع ر ش	عرش	NOUN_CONCRETE	25	14	4	5	8	idafa:18;prep_complement:9;adjective:5;direct_object:3;predication:2;subject:1	ر ب ب:6;ذ و و:4;ح و ل:1	ع ظ م:4;ك ر م:1	عَلَى:8;لـ:1	7:54:15;9:129:17;10:3:15;11:7:13;12:100:5;13:2:12;17:42:14;20:5:3;21:22:13;23:86:8
ع ر ش	عرشه	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			بـ:1	27:38:8
ع ر ش	عروش	NOUN_CONCRETE	3	0	0	0	3	prep_complement:3			عَلَى:3	2:259:11;18:42:17;22:45:13
ع ر ش	معروش	NOUN_PASSIVE_PART	2	1	0	0	0	adjective:1;conjoined:1;idafa:1	غ ي ر:1			6:141:6;6:141:9
ع ر ض	إعراض	GERUND	2	0	0	0	0	subject:2;conjoined:1				4:128:9;6:35:6
ع ر ض	عارض	NOUN_ACTIVE_PART	2	0	0	2	0	adjective:2;circumstantial:1;predication:1		ق ب ل:1;م ط ر:1		46:24:4;46:24:9
ع ر ض	عرض	GERUND	4	1	1	1	0	predication:3;adjective:2;idafa:2;kana_predicate:1;conjoined:1;cognate_acc:1;prep_complement:1		ق ر ب:1	كـ:1	3:133:9;9:42:3;18:100:7;57:21:8
ع ر ض	عرض	NOUN_ABSTRACT	7	0	5	1	1	direct_object:5;idafa:5;prep_complement:2;clausal_complement:1;subject:1;adjective:1;predication:1		م ث ل:1	لـ:1;كـ:1	2:224:5;4:94:23;7:169:9;7:169:19;8:67:14;24:33:44;57:21:10
ع ر ض	عريض	ADJ_QUALIT	1	0	0	0	0	adjective:1				41:51:18
ع ر ض	معرض	NOUN_ACTIVE_PART	19	0	0	0	0	predication:14;prep_complement:12;kana_predicate:4;circumstantial:1			عَن:12	2:83:40;3:23:22;6:4:12;8:23:16;9:76:12;12:105:15;15:81:7;21:1:9;21:24:24;21:32:10
ع ر ف	أعراف	NOUN_CONCRETE	2	1	0	0	1	prep_complement:1;predication:1;idafa:1	ص ح ب:1		عَلَى:1	7:46:6;7:48:4
ع ر ف	عرف	NOUN_ABSTRACT	2	0	0	0	1	prep_complement:1;circumstantial:1			بـ:1	7:199:6;77:1:3
ع ر ف	عرفات	NOUN_PROP	1	0	0	0	1	prep_complement:1			مِن:1	2:198:13
ع ر ف	معروف	NOUN_ABSTRACT	32	0	0	0	26	prep_complement:26;adjective:4;circumstantial:1;direct_object:1			بـ:26	2:178:31;2:180:16;2:228:45;2:229:6;2:231:11;2:231:15;2:232:18;2:233:21;2:233:71;2:234:28
ع ر ف	معروف	NOUN_PASSIVE_PART	7	0	0	0	3	prep_complement:3;adjective:3;conjoined:1			مِن:1;عَن:1;فِي:1	2:240:29;2:263:2;4:114:13;9:67:12;24:53:16;47:21:4;60:12:39
ع ر م	عرم	NOUN_CONCRETE	1	1	0	0	0	idafa:1	س ي ل:1			34:16:7
ع ر و	عرو	NOUN_ABSTRACT	2	0	0	2	2	prep_complement:2;adjective:2		و ث ق:2	بـ:2	2:256:23;31:22:14
ع ر ي	عراء	NOUN_CONCRETE	2	0	0	0	2	prep_complement:2			بـ:2	37:145:4;68:49:10
ع ر ي	معر	NOUN_ABSTRACT	1	0	0	0	0	subject:1				48:25:29
ع ز ر	عزير	NOUN_PROP_FOREIGN	1	0	0	0	0	quoted_complement:1;predication:1				9:30:4
ع ز ز	أعز	ADJ_COMP	3	0	0	0	0	predication:2;prep_complement:2;conjoined:1;accusative_specification:1;subject:1			عَلَى:1;مِن:1	11:92:5;18:34:17;63:8:9
ع ز ز	أعز	ADJ_QUALIT	2	0	1	0	0	adjective:1;prep_complement:1;direct_object:1;idafa:1			عَلَى:1	5:54:22;27:34:10
ع ز ز	عز	GERUND	12	1	1	0	3	prep_complement:9;predication:5;circumstantial:3;direct_object:2;particle_complement:2;idafa:2;subject:1;kana_predicate:1;conjoined:1	ر ب ب:1		لـ:6;بـ:2;فِي:1	2:206:8;4:139:10;4:139:13;10:65:6;19:81:11;26:44:9;35:10:4;35:10:8;37:180:4;38:2:5
ع ز ز	عز	NOUN_CONCRETE	1	0	0	0	0	prep_complement:2			عَن:2	70:37:6
ع ز ز	عزيز	ADJ_QUALIT	35	1	0	2	4	predication:24;prep_complement:8;kana_predicate:6;conjoined:5;adjective:5;subject:1;idafa:1	أ خ ذ:1	ذ و و:1;ق د ر:1	عَلَى:4;بـ:4	2:209:13;2:220:33;2:228:53;2:240:32;2:260:45;3:4:21;4:56:21;4:158:8;4:165:18;5:38:16
ع ز ز	عزيز	NOUN_PROP	64	8	0	14	2	predication:36;adjective:22;apposition:11;idafa:8;conjoined:4;prep_complement:2;particle_complement:1;subject:1	ق د ر:3;م ر أ:2;ص ر ط:2;ن ز ل:1	ر ح م:6;ح ك م:4;ع ل م:2;ح م د:2	عَلَى:1;إِلَى:1	2:129:19;3:6:12;3:18:20;3:62:18;3:126:20;5:118:14;6:96:14;11:66:22;12:30:7;12:51:20
ع ز ل	معزل	NOUN_TIME_PLACE	1	0	0	0	1	prep_complement:1;kana_predicate:1			فِي:1	11:42:17
ع ز ل	معزول	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			عَن:1	26:212:5
ع ز م	عزم	GERUND	5	1	3	0	3	idafa:4;predication:3;prep_complement:3;direct_object:1	أ و ل:1		مِن:3	3:186:31;20:115:15;31:17:21;42:43:11;46:35:7
ع ز و	عزى	NOUN_PROP	1	0	0	0	0	conjoined:1				53:19:5
ع س ر	عسر	ADJ_QUALIT	1	0	0	0	0	adjective:1				54:8:8
ع س ر	عسر	GERUND	5	3	0	0	0	idafa:3;direct_object:2	م ع ع:2;ب ع د:1			2:185:45;18:73:12;65:7:28;94:5:4;94:6:3
ع س ر	عسر	NOUN_ABSTRACT	2	2	0	0	0	idafa:2	ذ و و:1;س و ع:1			2:280:5;9:117:15
ع س ر	عسرى	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			لـ:1	92:10:4
ع س ر	عسير	ADJ_QUALIT	2	0	0	0	0	adjective:2;prep_complement:1			عَلَى:1	25:26:11;74:9:5
ع س ل	عسل	NOUN_CONCRETE	1	0	0	1	1	prep_complement:1;adjective:1		ص ف و:1	مِن:1	47:15:29
ع ش ر	عشار	NOUN_CONCRETE	1	0	0	0	0	subject:1				81:4:3
ع ش ر	عشر	NOUN_NUM	17	3	3	2	2	idafa:6;prep_complement:4;apposition:3;adjective:3;predication:2;subject:2;conjoined:1;adverbial:1;direct_object:1	ث ن ي:2;ط ع م:1	ك م ل:1;ص ب ر:1	بـ:2;لـ:1;مِن:1	2:60:17;2:196:72;2:234:14;5:12:13;5:89:18;6:160:7;7:142:9;7:160:4;7:160:23;8:65:11
ع ش ر	عشير	ADJ_QUALIT	1	0	0	0	0	subject:1				22:13:14
ع ش ر	عشير	NOUN_CONCRETE	3	2	2	1	0	idafa:4;conjoined:2;direct_object:1;adjective:1		ق ر ب:1		9:24:12;26:214:3;58:22:25
ع ش ر	معشار	NOUN_ABSTRACT	1	0	1	0	0	direct_object:1;idafa:1				34:45:9
ع ش ر	معشر	NOUN_CONCRETE	3	0	3	0	0	vocative:3;idafa:3				6:128:6;6:130:2;55:33:2
ع ش و	عشاء	NOUN_PROP	1	1	0	0	0	idafa:1	ص ل و:1			24:58:32
ع ش و	عشي	NOUN_ABSTRACT	10	0	0	0	4	conjoined:9;prep_complement:4;adverbial:3			بـ:4	3:41:22;6:52:10;18:28:11;19:11:14;19:62:13;30:18:9;38:18:7;38:31:5;40:46:6;40:55:17
ع ص ب	عصب	NOUN_CONCRETE	4	0	0	1	1	predication:3;prep_complement:2;circumstantial:1;adjective:1		أ و ل:1	مِن:1;بـ:1	12:8:13;12:14:8;24:11:6;28:76:20
ع ص ب	عصيب	ADJ_QUALIT	1	0	0	0	0	adjective:1				11:77:18
ع ص ر	إعصار	GERUND	1	0	0	0	0	subject:1				2:266:29
ع ص ر	عصر	NOUN_ABSTRACT	1	0	0	0	0	particle_complement:1				103:1:2
ع ص ر	معصر	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	78:14:4
ع ص ف	عاصف	NOUN_ACTIVE_PART	3	0	0	0	0	adjective:2;circumstantial:1				10:22:25;14:18:14;21:81:5
ع ص ف	عاصف	NOUN_CONCRETE	1	0	0	0	0	cognate_acc:1				77:2:2
ع ص ف	عصف	GERUND	1	0	0	0	0	cognate_acc:1				77:2:3
ع ص ف	عصف	NOUN_CONCRETE	2	1	0	1	1	idafa:1;prep_complement:1;adjective:1	ذ و و:1	أ ك ل:1	كـ:1	55:12:4;105:5:4
ع ص م	عاصم	NOUN_ACTIVE_PART	3	0	0	0	2	prep_complement:7;predication:2;particle_complement:1;adverbial:1;exception:1			مِن:5;لـ:2	10:27:18;11:43:10;40:33:9
ع ص م	عصم	NOUN_ABSTRACT	1	0	1	0	1	prep_complement:1;idafa:1			بـ:1	60:10:52
ع ص ي	عصا	NOUN_CONCRETE	10	4	4	0	3	idafa:8;direct_object:6;prep_complement:3;predication:1			بـ:3	2:60:11;7:107:3;7:117:7;7:160:17;20:18:3;26:32:3;26:45:4;26:63:8;27:10:3;28:31:4
ع ص ي	عصي	ADJ_QUALIT	2	0	0	0	0	adjective:1;kana_predicate:1;prep_complement:1			لـ:1	19:14:9;19:44:11
ع ص ي	عصي	NOUN_CONCRETE	2	2	2	0	0	idafa:4;conjoined:2;direct_object:1				20:66:8;26:44:5
ع ص ي	عصيان	GERUND	1	0	0	0	0	conjoined:1				49:7:32
ع ص ي	معصي	GERUND_MEEM	2	0	2	0	0	conjoined:2;idafa:2				58:8:20;58:9:15
ع ض د	عضد	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				18:51:16
ع ض د	عضد	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				28:35:3
ع ض ض	عض	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				15:91:4
ع ط ف	عطف	NOUN_ABSTRACT	1	1	1	0	0	idafa:3	ث ن ي:1			22:9:2
ع ط ل	معطل	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				22:45:16
ع ط و	عطاء	GERUND	4	0	2	2	1	adjective:2;idafa:2;circumstantial:1;prep_complement:1;subject:1;apposition:1		غ ي ر:1;ح س ب:1	مِن:1	11:108:19;17:20:7;17:20:12;78:36:4
ع ط و	عطاؤ	GERUND	1	1	1	0	0	idafa:2;predication:1				38:39:2
ع ظ م	أعظم	ADJ_COMP	3	0	0	0	0	accusative_specification:3;predication:2;adverbial:1;prep_complement:1;conjoined:1			مِن:1	9:20:14;57:10:27;73:20:87
ع ظ م	عظام	NOUN_CONCRETE	13	1	1	1	1	conjoined:7;kana_predicate:5;direct_object:4;idafa:2;prep_complement:1;circumstantial:1;adjective:1		ن خ ر:1	إِلَى:1	2:259:61;17:49:5;17:98:12;23:14:12;23:14:15;23:35:9;23:82:8;36:78:11;37:16:7;37:53:7
ع ظ م	عظم	NOUN_CONCRETE	2	0	0	0	1	prep_complement:1;subject:1			بـ:1	6:146:27;19:4:5
ع ظ م	عظيم	ADJ_QUALIT	100	0	0	0	0	adjective:96;kana_predicate:2;predication:2;adverbial:2				2:7:15;2:49:21;2:105:29;2:114:35;3:74:10;3:105:19;3:172:19;3:174:20;3:176:25;3:179:46
ع ظ م	عظيم	NOUN_PROP	7	0	0	0	0	adjective:5;conjoined:1;predication:1				2:255:60;23:86:9;42:4:12;56:74:6;56:96:6;69:33:7;69:52:6
ع ف ر	عفريت	NOUN_CONCRETE	1	0	0	0	0	subject:1;prep_complement:1			مِن:1	27:39:2
ع ف ف	تعفف	GERUND	1	0	0	0	1	prep_complement:1			مِن:1	2:273:17
ع ف و	عاف	NOUN_ACTIVE_PART	1	0	0	0	0	conjoined:1;prep_complement:1			عَن:1	3:134:11
ع ف و	عفو	ADJ_INTENS	5	0	0	0	0	kana_predicate:3;predication:2;conjoined:1				4:43:56;4:99:11;4:149:14;22:60:19;58:2:27
ع ف و	عفو	GERUND	2	0	0	0	0	quoted_complement:1;direct_object:1				2:219:24;7:199:2
